杜绝加密®️,#genre#
极限网红（美国恐怖片）,https://vip.lz-cdn3.com/20220708/9024_f5595949/index.m3u8
死亡电梯（美国恐怖片）,https://vip.lz-cdn3.com/20220708/9019_679ba139/index.m3u8
阴声2020（西班牙恐怖片）,https://vip.lz-cdn3.com/20220708/9001_ab7ea6f6/index.m3u8
杜迦玛蒂：神话（印度恐怖片）,https://vip.lz-cdn3.com/20220708/8997_ceabbf2a/index.m3u8
咒2022（台湾恐怖片）,https://vip.lzcdn2.com/20220708/15116_0d611e7a/index.m3u8
一切为了杰克森（加拿大恐怖片）,https://vip.lz-cdn3.com/20220707/8903_dbd7a9a0/index.m3u8
夺魂连线（英国恐怖片）,https://vip.lz-cdn3.com/20220707/8882_852583dc/index.m3u8
女巫清算（英国恐怖片）,https://vip.lz-cdn3.com/20220706/8814_93b9be24/index.m3u8
古堡惊眸（德国恐怖片）,https://vip1.lz-cdn10.com/20220705/1993_c145f149/index.m3u8
发型师2020（美国恐怖片）,https://vip.lz-cdn3.com/20220705/8786_bfb5081a/index.m3u8
猎犬2020（美国恐怖片）,https://vip.lz-cdn3.com/20220705/8757_68e9bceb/index.m3u8
纸画皮（大陆恐怖片）,https://vip1.lz-cdn10.com/20220704/1986_3b69bbe4/index.m3u8
送终人（加拿大恐怖片）,https://vip.lz-cdn3.com/20220704/8754_89c4f281/index.m3u8
杏林医院（台湾恐怖片）,https://vip.lz-cdn3.com/20220704/8748_46a8e5bc/index.m3u8
诡秘阴宅（奥地利恐怖片）,https://vip.lz-cdn3.com/20220704/8737_d693315a/index.m3u8
声音控制（美国恐怖片）,https://vip.lz-cdn3.com/20220704/8730_191b23d7/index.m3u8
灵体盛宴（英国恐怖片）,https://vip1.lz-cdn7.com/20220704/4903_c44ad452/index.m3u8
凶恶谢幕（乌拉圭 / 阿根廷恐怖片）,https://vip.lz-cdn3.com/20220704/8719_b42348bc/index.m3u8
降灵日历（法国恐怖片）,https://vip.lz-cdn3.com/20220703/8700_f7ed5580/index.m3u8
被侵犯的人（加拿大恐怖片）,https://vip.lz-cdn3.com/20220703/8694_e3774554/index.m3u8
杀戮开始（美国恐怖片）,https://vip.lz-cdn3.com/20220703/8691_ea0c1bd4/index.m3u8
驱魔古法（美国恐怖片）,https://vip.lz-cdn3.com/20220703/8689_0be0d301/index.m3u8
切除2020（美国恐怖片）,https://vip.lz-cdn3.com/20220703/8688_ec6cf3bd/index.m3u8
异教夜谈（阿根廷 / 墨西哥恐怖片）,https://vip.lz-cdn3.com/20220702/8636_2b111027/index.m3u8
最终仪式2020（英国恐怖片）,https://vip.lz-cdn3.com/20220702/8616_aaad09f5/index.m3u8
13骇人游戏2014（美国恐怖片）,https://vip.lz-cdn3.com/20220702/8614_b8a34e99/index.m3u8
佛莱迪大战杰森（加拿大恐怖片）,https://vip.lz-cdn3.com/20220702/8609_6e67b949/index.m3u8
藏身之所2021（美国恐怖片）,https://vip.lz-cdn3.com/20220702/8607_fbf88ce8/index.m3u8
不速之客2021（美国恐怖片）,https://vip.lz-cdn3.com/20220701/8581_533766ef/index.m3u8
鬼影实录：血亲（美国恐怖片）,https://vip.lz-cdn3.com/20220701/8577_52375a58/index.m3u8
凝弑（泰国恐怖片）,https://vip.lz-cdn3.com/20220701/8571_0ffc054e/index.m3u8
祖庙闹鬼记2（印度恐怖片）,https://vip.lzcdn2.com/20220701/14588_a0370081/index.m3u8
废弃小屋（美国恐怖片）,https://vip1.lz-cdn10.com/20220701/1983_d4598650/index.m3u8
魔灵2021（美国恐怖片）,https://vip.lz-cdn3.com/20220630/8503_08f42381/index.m3u8
女校召灵（美国恐怖片）,https://vip.lz-cdn3.com/20220630/8502_fbf618ad/index.m3u8
哭悲（中国台湾恐怖片）,https://vip.lz-cdn3.com/20220630/8500_07ae79c4/index.m3u8
下载即死亡（意大利恐怖片）,https://vip1.lz-cdn10.com/20220630/1971_8f5d577e/index.m3u8
异兽（大陆恐怖片）,https://vip1.lz-cdn10.com/20220630/1976_b4c69812/index.m3u8
僵尸归来3：风吹头弯（大陆恐怖片）,https://vip1.lz-cdn6.com/20220629/17135_6d1306e2/index.m3u8
僵尸归来2：消失的御林军（大陆恐怖片）,https://vip1.lz-cdn6.com/20220629/17134_ea980840/index.m3u8
僵尸归来（大陆恐怖片）,https://vip1.lz-cdn6.com/20220629/17133_7b731acf/index.m3u8
不洁（美国恐怖片）,https://vip.lz-cdn3.com/20220629/8471_382aebdd/index.m3u8
电锯惊魂9：漩涡（美国恐怖片）,https://vip.lz-cdn3.com/20220629/8468_9e5a0f42/index.m3u8
恐雨（美国恐怖片）,https://vip.lz-cdn3.com/20220629/8466_30a4baa0/index.m3u8
油鬼子【国语】（香港恐怖片）,https://vip1.lz-cdn7.com/20220628/4349_a9115257/index.m3u8
骨肉2021（爱尔兰恐怖片）,https://vip.lz-cdn3.com/20220627/8436_88166797/index.m3u8
蜜月期（美国恐怖片）,https://vip1.lz-cdn10.com/20220627/1961_ddb699eb/index.m3u8
恶魔的尾巴2021（阿根廷 / 新西兰恐怖片）,https://vip.lzcdn2.com/20220626/14057_2990085d/index.m3u8
断电惊魂（英国恐怖片）,https://vip.lz-cdn3.com/20220625/8364_72307de8/index.m3u8
中间的房子（美国恐怖片）,https://vip.lz-cdn3.com/20220625/8355_68a92ac2/index.m3u8
灵魂停留（美国恐怖片）,https://vip1.lz-cdn10.com/20220623/1953_d9b5d7e6/index.m3u8
女高怪谈重启：母校（韩国恐怖片）,https://vip.lz-cdn3.com/20220624/8318_b8f83623/index.m3u8
假阳性（美国恐怖片）,https://vip.lz-cdn3.com/20220624/8313_8c08e209/index.m3u8
喷火龙2021（美国恐怖片）,https://vip.lz-cdn3.com/20220624/8310_074e06b8/index.m3u8
未命名恐怖片（UHM）（美国恐怖片）,https://vip.lz-cdn3.com/20220624/8308_87e8bc7f/index.m3u8
一个经典的恐怖故事2021（意大利恐怖片）,https://vip.lz-cdn3.com/20220623/8276_81737ae8/index.m3u8
恶灵（加拿大恐怖片）,https://vip.lz-cdn3.com/20220622/8217_2c5bee9e/index.m3u8
二的梦魇（西班牙恐怖片）,https://vip.lz-cdn3.com/20220622/8214_b94d024f/index.m3u8
被诅咒的哭声2021（哥伦比亚恐怖片）,https://vip1.lz-cdn10.com/20220621/1948_a5171ad9/index.m3u8
验收测试2021（美国恐怖片）,https://vip1.lz-cdn1.com/20220621/9248_581db728/index.m3u8
新睡衣晚会大屠杀（美国恐怖片）,https://vip1.lz-cdn1.com/20220621/9246_0580aecd/index.m3u8
白色情人节：破碎的结界（韩国恐怖片）,https://vip1.lz-cdn1.com/20220620/9183_4ba84ccc/index.m3u8
好像一条狗（美国恐怖片）,https://vip1.lz-cdn1.com/20220620/9181_f8993bdf/index.m3u8
第19排（俄罗斯恐怖片）,https://vip1.lz-cdn1.com/20220619/9155_4b6b4dce/index.m3u8
还魂2009（新加坡恐怖片）,https://vip1.lz-cdn1.com/20220605/7379_e1c52778/index.m3u8
中邪（大陆恐怖片）,https://vip1.lz-cdn1.com/20220618/9143_a212a87c/index.m3u8
你将不再孤单（英国恐怖片）,https://vip1.lz-cdn1.com/20220617/9050_009e7a1f/index.m3u8
猎战2022（美国恐怖片）,https://vip1.lz-cdn1.com/20220617/9049_b38be135/index.m3u8
鬼压床2022（越南恐怖片）,https://vip1.lz-cdn1.com/20220617/9027_751e958b/index.m3u8
诡祭2021（荷兰 / 台湾恐怖片）,https://vip1.lz-cdn1.com/20220616/9000_cdd65498/index.m3u8
丛林求生2020（越南恐怖片）,https://vip1.lz-cdn1.com/20220616/8976_32e1f64a/index.m3u8
死亡游戏（美国恐怖片）,https://vip1.lz-cdn1.com/20220616/8969_2121eeb8/index.m3u8
民间怪谈：水猴子（大陆恐怖片）,https://vip1.lz-cdn1.com/20220615/8783_9429e63a/index.m3u8
越南恐怖故事1（越南恐怖片）,https://vip1.lz-cdn1.com/20220615/8772_53b3b2c7/index.m3u8
越南恐怖故事2（越南恐怖片）,https://vip1.lz-cdn1.com/20220615/8773_5a83799d/index.m3u8
越南恐怖故事3（越南恐怖片）,https://vip1.lz-cdn1.com/20220615/8777_90727bc5/index.m3u8
水怪2：黑木林（大陆恐怖片）,https://vip1.lz-cdn1.com/20220614/8740_f7725ad4/index.m3u8
双生2022（芬兰恐怖片）,https://vip1.lz-cdn10.com/20220612/1832_e1c0bd0d/index.m3u8
9发子弹（美国恐怖片）,https://vip1.lz-cdn10.com/20220612/1831_9733403b/index.m3u8
在黑暗中回家2021（新西兰恐怖片）,https://vip1.lz-cdn10.com/20220612/1830_cc80b9e4/index.m3u8
恐怖循环（英国恐怖片）,https://vip1.lz-cdn1.com/20220613/8621_e893c504/index.m3u8
恐惧街3（美国恐怖片）,https://vip1.lz-cdn1.com/20220611/8541_fb2d512a/index.m3u8
血色天劫2021（德国 / 美国恐怖片）,https://vip1.lz-cdn1.com/20220611/8528_5b84a9d4/index.m3u8
行车记录仪（英国恐怖片）,https://vip1.lz-cdn10.com/20220610/1822_c8c3f6c2/index.m3u8
老房之秘（美国恐怖片）,https://vip1.lz-cdn10.com/20220610/1823_cc9cccfa/index.m3u8
Soho区惊魂夜（英国恐怖片）,https://vip1.lz-cdn1.com/20220610/8510_b98b7f7d/index.m3u8
无辜者2021（挪威 / 瑞典 / 丹麦 / 英国 / 法国 / 芬兰恐怖片）,https://vip1.lz-cdn1.com/20220610/8484_ff96b7af/index.m3u8
疯神（美国恐怖片）,https://vip1.lz-cdn1.com/20220610/8438_31ed9143/index.m3u8
休赛期（美国恐怖片）,https://vip1.lz-cdn10.com/20220609/1752_032c56c3/index.m3u8
巨蛇闯女校（大陆恐怖片）,https://vip.lzcdn2.com/20220609/9832_4bdc333b/index.m3u8
鹿角（美国恐怖片）,https://vip1.lz-cdn1.com/20220609/8300_083064b7/index.m3u8
惊声尖叫5（美国恐怖片）,https://vip1.lz-cdn1.com/20220608/8194_a77ec14c/index.m3u8
死亡谷2021（加拿大恐怖片）,https://vip1.lz-cdn1.com/20220607/8045_71edccf1/index.m3u8
新鲜2022（美国恐怖片）,https://vip1.lz-cdn1.com/20220607/7939_e669d03f/index.m3u8
催眠2021（韩国恐怖片）,https://vip1.lz-cdn1.com/20220606/7524_0a6f7cf3/index.m3u8
开棺2022（大陆恐怖片）,https://vip1.lz-cdn10.com/20220525/1636_3a2668b6/index.m3u8
玩偶盒惊魂2（英国恐怖片）,https://vip1.lz-cdn10.com/20220525/1628_e6809cfc/index.m3u8
主播2022（韩国恐怖片）,https://vip1.lz-cdn10.com/20220525/1602_99f01c73/index.m3u8
掌脸（美国恐怖片）,https://vip1.lz-cdn10.com/20220525/1597_5d170966/index.m3u8
再见甜心（美国恐怖片）,https://vip1.lz-cdn10.com/20220525/1587_78798598/index.m3u8
爱的怪物论（美国恐怖片）,https://vip1.lz-cdn10.com/20220525/1583_09d2950b/index.m3u8
德州电锯杀人狂2022（美国恐怖片）,https://vip1.lz-cdn1.com/20220606/7435_8e133afe/index.m3u8
谤法：在此矣（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8597_c07e7f8a/index.m3u8
粉红色高跟鞋（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8590_7b712905/index.m3u8
怪奇宅（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8586_3d817f7f/index.m3u8
黑眼镜2022（意大利 / 法国恐怖片）,https://vip1.lz-cdn10.com/20220525/1574_bf31e244/index.m3u8
食人鱼3DD（美国恐怖片）,https://vip1.lz-cdn1.com/20220605/7418_de4bcbdf/index.m3u8
黑色之家（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8579_c206cfb7/index.m3u8
恐怖故事（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8565_7955cf7a/index.m3u8
猫：看见死亡的双眼（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8558_f719e608/index.m3u8
牛首村（日本恐怖片）,https://vip1.lz-cdn10.com/20220525/1611_a9822183/index.m3u8
首尔怪谈（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8533_d8244eb8/index.m3u8
王国：北方的阿信（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8522_e794523d/index.m3u8
孵化（芬兰 / 瑞典恐怖片）,https://vip1.lz-cdn10.com/20220525/1568_c827204c/index.m3u8
致命录像带2（美国恐怖片）,https://vip1.lz-cdn1.com/20220605/7396_75870651/index.m3u8
衣橱（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8503_3ca9df3d/index.m3u8
阴曹使者（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8501_99e76fc8/index.m3u8
瑜伽学院：死亡的昆达里尼（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8497_98943759/index.m3u8
月下（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8495_22f4e5e9/index.m3u8
追逐杀人蝶的女孩（韩国恐怖片）,https://vip.lzcdn2.com/20220605/8486_dd080e24/index.m3u8
寂静之地（美国恐怖片）,https://vip1.lz-cdn1.com/20220605/7376_53aed92d/index.m3u8
吸血粘土（日本恐怖片）,https://vip1.lz-cdn1.com/20220604/7311_0fd74fdc/index.m3u8
要听神明的话（日本恐怖片）,https://vip1.lz-cdn1.com/20220604/7302_8920ade1/index.m3u8
富江1：高校恶灵（日本恐怖片）,https://vip.lzcdn2.com/20220603/8350_9008418a/index.m3u8
恐怖说书人（日本恐怖片）,https://vip.lzcdn2.com/20220603/8337_e127d76b/index.m3u8
犬鸣村（日本恐怖片）,https://vip.lzcdn2.com/20220603/8325_a656205d/index.m3u8
破坏之日（日本恐怖片）,https://vip.lzcdn2.com/20220603/8319_2ad4bc63/index.m3u8
豚鼠系列之惨杀特别篇（日本恐怖片）,https://vip.lzcdn2.com/20220603/8287_e6c1f973/index.m3u8
牙狼：月虹的旅人（日本恐怖片）,https://vip.lzcdn2.com/20220603/8282_cc78959b/index.m3u8
凶宅怪谈（日本恐怖片）,https://vip.lzcdn2.com/20220603/8277_2b864166/index.m3u8
幽灵大师（日本恐怖片）,https://vip.lzcdn2.com/20220603/8270_f3fc62e5/index.m3u8
树海村（日本恐怖片）,https://vip.lzcdn2.com/20220602/8195_122a3bd3/index.m3u8
邪屋（英国恐怖片）,https://vip.lzcdn2.com/20220601/8148_994ea4a6/index.m3u8
恶魔录音棚（美国恐怖片）,https://vip.lzcdn2.com/20220601/8117_8b58c26b/index.m3u8
跟踪者2022（美国恐怖片）,https://vip.lzcdn2.com/20220601/8113_0ac5d4d6/index.m3u8
和谐家庭（英国恐怖片）,https://vip.lzcdn2.com/20220601/8111_631310d1/index.m3u8
唇亡齿寒（美国恐怖片）,https://vip.lzcdn2.com/20220601/8099_ea74eaf5/index.m3u8
战争幽灵2020（英国恐怖片）,https://vip.lzcdn2.com/20220601/8098_ac5f1201/index.m3u8
313套房2017（意大利恐怖片）,https://vip.lzcdn2.com/20220601/8085_b85cbc48/index.m3u8
血腥地狱2020（澳大利亚恐怖片）,https://vip1.lz-cdn1.com/20220601/7193_aecbcc6e/index.m3u8
孤寂2021（美国恐怖片）,https://vip1.lz-cdn1.com/20220531/7162_1b9d6eec/index.m3u8
鬼故事2021（泰国恐怖片）,https://vip1.lz-cdn1.com/20220531/7157_78d0ffa2/index.m3u8
鬼门关3（意大利 / 南斯拉夫 / 美国恐怖片）,https://vip1.lz-cdn1.com/20220531/7156_47c0fb88/index.m3u8
电玩古咒（英国恐怖片）,https://vip1.lz-cdn1.com/20220531/7136_5625f248/index.m3u8
坏本（美国恐怖片）,https://vip1.lz-cdn1.com/20220531/7145_c2b7b54b/index.m3u8
鬼娃回魂4（美国恐怖片）,https://vip1.lz-cdn1.com/20220531/7129_07d86c02/index.m3u8
鬼娃回魂3（英国恐怖片）,https://vip1.lz-cdn1.com/20220531/7125_3bfd6dd8/index.m3u8
鬼娃回魂（美国恐怖片）,https://vip1.lz-cdn1.com/20220531/7124_133a19aa/index.m3u8
鬼娃回魂6（美国恐怖片）,https://vip1.lz-cdn1.com/20220531/7119_78a4a5bd/index.m3u8
恶魔的艺术2：邪降（泰国恐怖片）,https://vip1.lz-cdn1.com/20220531/7114_560e8e62/index.m3u8
鲨颤（英国恐怖片）,https://vip1.lz-cdn1.com/20220531/7103_a500d0dc/index.m3u8
第九道门（法国恐怖片）,https://vip1.lz-cdn1.com/20220531/7095_dce33d7f/index.m3u8
死路寻死（美国恐怖片）,https://vip1.lz-cdn1.com/20220531/7097_95ff0c45/index.m3u8
夜缉者1971（美国恐怖片）,https://vip1.lz-cdn1.com/20220531/7061_05cbb414/index.m3u8
真相背后2021（泰国恐怖片）,https://vip1.lz-cdn1.com/20220531/7052_3f48b0f3/index.m3u8
祖母2021（西班牙恐怖片）,https://vip1.lz-cdn1.com/20220531/7050_81fe5969/index.m3u8
怪猫（日本恐怖片）,https://vip1.lz-cdn1.com/20220530/7018_cd22840f/index.m3u8
鬼追人（美国恐怖片）,https://vip.lzcdn2.com/20220530/8066_8670e72f/index.m3u8
寂静岭2（加拿大恐怖片）,https://vip.lzcdn2.com/20220530/8052_3ba5f50b/index.m3u8
见鬼十法【粤语】（香港恐怖片）,https://vip.lzcdn2.com/20220530/8051_7696ad2b/index.m3u8
林中怪人（美国恐怖片）,https://vip.lzcdn2.com/20220530/8035_624d75d8/index.m3u8
钛2021（法国恐怖片）,https://vip.lzcdn2.com/20220530/7980_3c410d0b/index.m3u8
鲨滩（美国恐怖片）,https://vip.lzcdn2.com/20220530/7977_bc1d3199/index.m3u8
夜半无人尸语时【粤语】（香港恐怖片）,https://vip.lzcdn2.com/20220530/7947_d7ba655f/index.m3u8
夜瘾（美国恐怖片）,https://vip.lzcdn2.com/20220530/7946_447c1e80/index.m3u8
爱神2015（美国恐怖片）,https://vip.lzcdn2.com/20220530/7937_3d3e4b14/index.m3u8
女巫1922（瑞典 / 丹麦恐怖片）,https://vip.lzcdn2.com/20220530/7896_6237751b/index.m3u8
披着娘皮的蜥蜴（意大利 / 法国 / 西班牙 / 英国恐怖片）,https://vip.lzcdn2.com/20220530/7895_066a827c/index.m3u8
谁能杀死孩子？（西班牙恐怖片）,https://vip1.lz-cdn1.com/20220529/6999_799dd12c/index.m3u8
舞台惊魂1987（意大利恐怖片）,https://vip1.lz-cdn1.com/20220529/6985_f638a2c7/index.m3u8
逃出绝命镇（美国恐怖片）,https://vip1.lz-cdn1.com/20220529/6981_0ed5a52a/index.m3u8
死亡游戏2016（大陆恐怖片）,https://vip.lzcdn2.com/20220501/5132_5ba98f63/index.m3u8
阴风阵阵1977（意大利恐怖片）,https://vip1.lz-cdn1.com/20220529/6953_07060633/index.m3u8
夜间小屋（美国恐怖片）,https://vip1.lz-cdn1.com/20220324/423_918dd28b/index.m3u8
蛊（台湾恐怖片）,https://vip1.lz-cdn1.com/20220529/6893_42cf06cc/index.m3u8
异度空间【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220528/7849_b95d6232/index.m3u8
森冤【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220528/7821_a0ca553d/index.m3u8
嗜血战神2011（意大利恐怖片）,https://vip.lzcdn2.com/20220528/7815_4bfcda7d/index.m3u8
吸血鬼不死1970（西德恐怖片）,https://vip.lzcdn2.com/20220528/7749_a328a1a3/index.m3u8
小岛惊魂2001（美国恐怖片）,https://vip.lzcdn2.com/20220528/7746_c165eae5/index.m3u8
巢穴2013（美国恐怖片）,https://vip1.lz-cdn1.com/20220527/6841_dab89da9/index.m3u8
无名女尸（英国恐怖片）,https://vip1.lz-cdn1.com/20220527/6799_70d74955/index.m3u8
鬼怪1997（美国恐怖片）,https://vip1.lz-cdn1.com/20220527/6817_31a056c3/index.m3u8
断头谷（美国恐怖片）,https://vip1.lz-cdn1.com/20220527/6829_684a9e4c/index.m3u8
解除好友（美国恐怖片）,https://vip1.lz-cdn1.com/20220527/6785_7ca8133a/index.m3u8
决案（美国恐怖片）,https://vip1.lz-cdn1.com/20220527/6783_00b5e6dc/index.m3u8
惊魂手（美国恐怖片）,https://vip1.lz-cdn1.com/20220527/6782_b2345208/index.m3u8
鬼网【粤语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220527/6772_239c56e6/index.m3u8
僵尸来袭2015（ 澳大利亚恐怖片）,https://vip1.lz-cdn1.com/20220527/6759_69d6e5b1/index.m3u8
妄想【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220525/7700_e6ae0f84/index.m3u8
鬼屋丽人【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220525/7686_e3617e88/index.m3u8
恐怖热线之大头怪婴【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220525/7680_16895699/index.m3u8
魕【粤语】（香港恐怖片）,https://vip.lzcdn2.com/20220525/7658_8ca4e980/index.m3u8
撒旦的面具（意大利恐怖片）,https://vip.lzcdn2.com/20220525/7627_39b39843/index.m3u8
吸血鬼1932（德国 / 法国恐怖片）,https://vip.lzcdn2.com/20220525/7587_c4491562/index.m3u8
圣血1989（墨西哥 / 意大利恐怖片）,https://vip.lzcdn2.com/20220525/7586_cb4c3092/index.m3u8
罗斯玛丽的婴儿（美国恐怖片）,https://vip.lzcdn2.com/20220525/7575_02755948/index.m3u8
冷血惊魂（英国恐怖片）,https://vip.lzcdn2.com/20220525/7574_14a9caf5/index.m3u8
最后一班（美国恐怖片）,https://vip.lzcdn2.com/20220525/7557_bb47cadc/index.m3u8
威尼斯疑魂（英国恐怖片）,https://vip.lzcdn2.com/20220525/7543_804f7bf4/index.m3u8
钟馗伏妖（大陆恐怖片）,https://vip1.lz-cdn10.com/20220426/1550_3047ea0c/index.m3u8
盟约（美国恐怖片）,https://vip1.lz-cdn10.com/20220426/1544_e991c26a/index.m3u8
人类2021（美国恐怖片）,https://vip1.lz-cdn10.com/20220426/1540_477ef07f/index.m3u8
上帝的驱魔2021（墨西哥 / 委内瑞拉 / 美国恐怖片）,https://vip1.lz-cdn10.com/20220426/1539_0609fc72/index.m3u8
恐怖地窖2022（爱尔兰 / 比利时 / 美国恐怖片）,https://vip1.lz-cdn10.com/20220426/1534_e493e9a8/index.m3u8
大弑之日2019（加拿大恐怖片）,https://vip1.lz-cdn10.com/20220426/1532_3da9bd18/index.m3u8
肉罢不能（法国恐怖片）,https://vip1.lz-cdn10.com/20220426/1528_9d0af424/index.m3u8
狂鳄（大陆恐怖片）,https://vip1.lz-cdn10.com/20220426/1526_ba3b010c/index.m3u8
莱克伍德（美国恐怖片）,https://vip1.lz-cdn10.com/20220426/1520_14618e99/index.m3u8
三扎撸（美国恐怖片）,https://vip1.lz-cdn10.com/20220426/1518_973ae298/index.m3u8
我们都要去世界博览会（美国恐怖片）,https://vip1.lz-cdn10.com/20220426/1517_97e1e9a3/index.m3u8
牧师之女（美国恐怖片）,https://vip.lzcdn2.com/20220525/7529_d01fe7cf/index.m3u8
心灵干探【国语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220524/6691_5ebb2865/index.m3u8
吉屋【粤语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220524/6669_60974908/index.m3u8
恐怖故事2（韩国恐怖片）,https://vip1.lz-cdn1.com/20220524/6661_561d2c7b/index.m3u8
泳队惊魂（泰国恐怖片）,https://vip1.lz-cdn1.com/20220524/6653_2742544b/index.m3u8
山狗1999【粤语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220524/6622_1d24a76f/index.m3u8
卡里加里博士的小屋1920（德国恐怖片）,https://vip1.lz-cdn1.com/20220524/6539_b253143d/index.m3u8
死亡之夜（英国恐怖片）,https://vip1.lz-cdn1.com/20220524/6512_81110c53/index.m3u8
不能犯规的游戏之惊魂幻觉（大陆恐怖片）,https://vip.lzcdn2.com/20220523/7452_2a4ee130/index.m3u8
群尸屠城1985（意大利恐怖片）,https://vip.lzcdn2.com/20220523/7413_29a67070/index.m3u8
目露凶光【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220523/7363_32a12d65/index.m3u8
浮士德1926（德国恐怖片）,https://vip.lzcdn2.com/20220522/7322_13b01259/index.m3u8
惊恐死神（法国恐怖片）,https://vip1.lz-cdn1.com/20220522/6473_22a172f8/index.m3u8
女巫1990（英国恐怖片）,https://vip1.lz-cdn1.com/20220522/6464_56a054d0/index.m3u8
我们依然在这（美国恐怖片）,https://vip1.lz-cdn1.com/20220522/6456_3c403259/index.m3u8
吸血鬼马戏团（英国恐怖片）,https://vip1.lz-cdn1.com/20220522/6454_1c4f17aa/index.m3u8
异象（美国恐怖片）,https://vip1.lz-cdn1.com/20220522/6439_518f0d02/index.m3u8
追凶二十年【国语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220522/6368_2344f2d9/index.m3u8
夜半一点钟【国语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220522/6353_43a8c495/index.m3u8
七月又十四之信不信由你【国语】（香港恐怖片）,https://vip1.lz-cdn1.com/20220522/6336_1958e9bd/index.m3u8
7500航班（日本恐怖片）,https://vip1.lz-cdn1.com/20220522/6307_beb05336/index.m3u8
地狱1980（意大利恐怖片）,https://vip1.lz-cdn1.com/20220522/6302_fcfa5ea1/index.m3u8
宠物坟场（美国恐怖片）,https://vip1.lz-cdn1.com/20220522/6300_5d4e319c/index.m3u8
恶魔虚像（英国恐怖片）,https://vip1.lz-cdn1.com/20220522/6298_713be813/index.m3u8
鬼泣女妖（英国恐怖片）,https://vip1.lz-cdn1.com/20220522/6296_f814a0e4/index.m3u8
降灵（日本恐怖片）,https://vip1.lz-cdn1.com/20220522/6291_a7042b4f/index.m3u8
结束的开始（美国恐怖片）,https://vip1.lz-cdn1.com/20220522/6289_4856f754/index.m3u8
嗜血将军2白皮少女（大陆恐怖片）,https://vip.lzcdn2.com/20220521/7310_5ff56f8b/index.m3u8
它在身后（美国恐怖片）,https://vip.lzcdn2.com/20220521/7309_88646f41/index.m3u8
四谷怪谈（日本恐怖片）,https://vip.lzcdn2.com/20220521/7305_04723411/index.m3u8
越界2021（大陆恐怖片）,https://vip.lzcdn2.com/20220521/7296_cc293317/index.m3u8
红邪（英国恐怖片）,https://vip.lzcdn2.com/20220521/7235_5bee7b25/index.m3u8
两个月亮2012（韩国恐怖片）,https://vip.lzcdn2.com/20220521/7233_dfe93f27/index.m3u8
过早埋葬（美国恐怖片）,https://vip.lzcdn2.com/20220521/7229_538b59bd/index.m3u8
木偶人的攻击（美国恐怖片）,https://vip.lzcdn2.com/20220521/7224_239afb93/index.m3u8
瓦莱莉和她的奇迹一周1970（捷克斯洛伐克恐怖片）,https://vip.lzcdn2.com/20220521/7215_96fd23a6/index.m3u8
再见二十世纪1998（马其顿共和国恐怖片）,https://vip.lzcdn2.com/20220521/7208_8d0e9dc5/index.m3u8
凶手必再犯案1975（意大利 / 法国恐怖片）,https://vip.lzcdn2.com/20220521/7162_d1b27646/index.m3u8
着魔1981（法国恐怖片）,https://vip.lzcdn2.com/20220521/7118_d4f8c9a3/index.m3u8
准备好了没（加拿大恐怖片）,https://vip.lzcdn2.com/20220521/7113_6d3cf6c6/index.m3u8
张震讲故事之洗脸女生的传说（大陆恐怖片）,https://vip.lzcdn2.com/20220520/7105_fb44b906/index.m3u8
东海道四谷怪谈（日本恐怖片）,https://vip.lzcdn2.com/20220520/7067_7d359ef4/index.m3u8
恐怖古堡（美国恐怖片）,https://vip1.lz-cdn1.com/20220520/6271_9994fb41/index.m3u8
圣山村谜局（大陆恐怖片）,https://vip.lzcdn2.com/20220520/7031_b835436c/index.m3u8
深宅迷案（大陆恐怖片）,https://vip.lzcdn2.com/20220520/7027_033512fd/index.m3u8
来自地狱的钟声（西班牙恐怖片）,https://vip1.lz-cdn1.com/20220520/6260_d98e52d7/index.m3u8
魔鬼孩儿（美国恐怖片）,https://vip.lzcdn2.com/20220519/6965_979153fe/index.m3u8
